Dataset,Chemical,CAS,KE1_call,KE2_call,KE3_call,LLNA_call,KE1_metric,KE1_metric__present,KE2_metric,KE2_metric__present,KE3_metric,KE3_metric__present,LLNA_EC3,LLNA_EC3__present,complete_case
SkinSensDB,"N-[(1,1-Dimethylethoxy)-carbonyl]-l-tyrosine, ethyl ester",72594-77-5,,,,,,0,,0,,0,,0,0
SkinSensDB,Propyl 4-hydroxybenzoate,94-13-3,1.0,1.0,1.0,1.0,11.05,1,5.0,1,23.9,1,50.0,1,1
SkinSensDB,Benzocaine,94-09-7,0.0,1.0,1.0,1.0,2.1,1,18.2,1,74.2,1,1.8,1,1
SkinSensDB,TiO2,13463-67-7,0.0,,,,2.29,1,,0,,0,,0,0
SkinSensDB,paraformaldehyde (PFA),30525-89-4,,,,,,0,,0,,0,,0,0
SkinSensDB,Steptomycine sulfate,3810-74-0,0.0,0.0,0.0,1.0,2.25,1,4000.0,1,1823.6,1,33.3,1,1
SkinSensDB,"3,7-dimethylocta-1,6-dien-3-yl dimethylcarbamate",67643-70-3,,0.0,,,,0,4000.0,1,,0,,0,0
SkinSensDB,N-Ethyl-N-nitrosourea,759-73-9,,0.0,,1.0,,0,4000.0,1,,0,1.1,1,0
SkinSensDB,Apigenin,520-36-5,,,,,,0,,0,,0,,0,0
SkinSensDB,4-Ethoxymethylene-2-phenyl-2-oxazolin-5- one,15646-46-5,1.0,1.0,1.0,1.0,75.5,1,84.3,1,2.709971,1,0.0007,1,1
SkinSensDB,"n-[2-(Diethylamino)ethyl]-2-[[(4-fluorophenyl)-methyl]thio]-4,5,6,7-tetrahydro-4-oxo-n-[[4'-(trifluoromethyl)-[1,1'-biphenyl]-4-yl]methyl]-1h-cyclopentapyrim-idine-1-acetamide",356057-34-6,,,,1.0,,0,,0,,0,10.8,1,0
SkinSensDB,3-Cyclopentyl-1-propanol,767-05-5,,0.0,,,,0,4000.0,1,,0,,0,0
SkinSensDB,Oleyl methane sulfonate,35709-09-2,,,,1.0,,0,,0,,0,25.0,1,0
SkinSensDB,Formulation 29,8018-01-7/57966-95-7,,,,,,0,,0,,0,,0,0
SkinSensDB,1-[3-(Cyclopentyl-oxy)-4-methoxy-phenyl]-4-oxocyclohexane carbonitrile,152630-47-2,,,,,,0,,0,,0,,0,0
SkinSensDB,2-Nitro-4-(propylthio)aniline,54393-89-4,,,,1.0,,0,,0,,0,7.5,1,0
SkinSensDB,Dimethyl sulfate,77-78-1,,1.0,,1.0,,0,80.28,1,,0,0.19,1,0
SkinSensDB,"4-[4-[[(3R)-1-Butyl-3-[(R)-cyclohexyl-hydroxymethyl]-2,5-dioxo-1,4,9-triazaspiro[5,5]-undec-9-yl]methyl] phenoxy] benzoic acid",461443-59-4,,,,,,0,,0,,0,,0,0
SkinSensDB,Dodecyl methacrylate,142-90-5,,,1.0,,,0,,0,43.2,1,,0,0
SkinSensDB,1-Iodooctadecane,629-93-6,,,,,,0,,0,,0,,0,0
SkinSensDB,2-Aminoanthracene,613-13-8,,,,,,0,,0,,0,,0,0
SkinSensDB,tert-Butyl methacrylate,585-07-9,,,,,,0,,0,,0,,0,0
SkinSensDB,"8-Chloro-3-pentyl-3,7-dihydro-1h-purine-2,6-dione",862892-90-8,,,,1.0,,0,,0,,0,31.9,1,0
SkinSensDB,Chlorpyrifos,2921-88-2,,,,1.0,,0,,0,,0,6.9,1,0
SkinSensDB,1-amino-2-nitro-4-bis-(2-hydroxyethyl)-amino-benzol,29705-39-3,,,,1.0,,0,,0,,0,8.2,1,0
SkinSensDB,Oxalic Acid,144-62-7,1.0,1.0,0.0,1.0,6.720000000000004,1,717.198686,1,200.0,1,1.1e-05,1,1
SkinSensDB,Formulation 16,64470-88-8,,,,1.0,,0,,0,,0,6.6,1,0
SkinSensDB,Butyl acrylate,141-32-2,1.0,1.0,1.0,1.0,95.85,1,37.7,1,6.0,1,11.0,1,1
SkinSensDB,1-Iodohexane,638-45-9,1.0,1.0,1.0,,25.05,1,25.6,1,38.3,1,,0,0
SkinSensDB,N-(2-Hydroxyethyl)-ethylendiamine,111-41-1,,,,1.0,,0,,0,,0,15.2,1,0
SkinSensDB,Trifluralin,1582-09-8,,,,1.0,,0,,0,,0,5.8,1,0
SkinSensDB,CPF-1 (triclopyr butoxyethyl ester),64700-56-7,,,,1.0,,0,,0,,0,7.3,1,0
SkinSensDB,"1,2-Benzenedicarboxylic acid, dibutyl ester",84-74-2,0.0,1.0,1.0,,0.65,1,56.4,1,97.5,1,,0,0
SkinSensDB,Etofenprox,80844-07-1,,,,,,0,,0,,0,,0,0
SkinSensDB,1-Bromoeicosane,4276-49-7,,,0.0,1.0,,0,,0,201.0,1,6.1,1,0
SkinSensDB,1 -Butanol,71-36-3,0.0,0.0,0.0,1.0,6.345000000000001,1,2000.0,1,200.0,1,20.0,1,1
SkinSensDB,6-Chloro-1-hexanol,2009-83-8,,,,,,0,,0,,0,,0,0
SkinSensDB,3-Chloro-4-fluorobenzoyl chloride,65055-17-6,,,,1.0,,0,,0,,0,7.75,1,0
SkinSensDB,"n-[(1-Butyl-4-piperidinyl)methyl]-3,4-dihydro-2h-[1,3]oxazino[3,2-a]indole-10-carboxamide",152811-62-6,,,,,,0,,0,,0,,0,0
SkinSensDB,1-Bromodocosane,6938-66-5,,,,1.0,,0,,0,,0,8.3,1,0
SkinSensDB,2-(Hexadecycloxy) ethanol,2136-71-2,,0.0,,1.0,,0,4000.0,1,,0,8.8,1,0
SkinSensDB,Hexyl salicylate,6259-76-3,,1.0,1.0,1.0,,0,28.67,1,27.0,1,0.18,1,0
SkinSensDB,2-Decenal,3913-71-1,1.0,1.0,1.0,1.0,52.30000005,1,11.3,1,4.3,1,2.5,1,1
SkinSensDB,Octanoic acid,124-07-2,,0.0,1.0,1.0,,0,2000.0,1,37.5,1,50.0,1,0
SkinSensDB,1-Bromoheptadecane,3508-00-7,,,,1.0,,0,,0,,0,4.8,1,0
SkinSensDB,C11 Azalactone,176665-06-8,,,,1.0,,0,,0,,0,16.0,1,0
SkinSensDB,Methyl dodecanesulfonate,2374-65-4,,,,1.0,,0,,0,,0,0.39,1,0
SkinSensDB,3-Chloro-4-methoxybenzaldehyde,4903-09-7,1.0,0.0,1.0,,37.6,1,2000.0,1,31.2,1,,0,0
SkinSensDB,1-Iodononane,4282-42-2,,,,1.0,,0,,0,,0,24.0,1,0
SkinSensDB,1-Chlorononane,2473-01-0,,,,,,0,,0,,0,,0,0
SkinSensDB,"2,2'-oxybisethanol",111-46-6,0.0,0.0,,,0.815,1,4000.0,1,,0,,0,0
SkinSensDB,Cyclohex-3-ene-1-carboxylic acid,4771-80-6,,,,1.0,,0,,0,,0,9.3,1,0
SkinSensDB,Formulation 2,81406-37-3/145701-23-1,,,,1.0,,0,,0,,0,15.7,1,0
SkinSensDB,1-Bromononane,693-58-3,,,,,,0,,0,,0,,0,0
SkinSensDB,1-Chlorooctadecane,3386-33-2,0.0,0.0,0.0,1.0,2.15,1,2000.0,1,200.0,1,16.0,1,1
SkinSensDB,1-Bromooctadecane,112-89-0,,,,1.0,,0,,0,,0,15.0,1,0
SkinSensDB,2-Butoxyethyl acetate,112-07-2,1.0,0.0,0.0,,40.55,1,2000.0,1,200.0,1,,0,0
SkinSensDB,Tridecane,629-50-5,,,,1.0,,0,,0,,0,48.4,1,0
SkinSensDB,1-Iodohexadecane,544-77-4,1.0,1.0,0.0,1.0,43.4,1,230.28,1,249.8,1,19.0,1,1
SkinSensDB,Octanenitrile,124-12-9,0.0,0.0,,,1.55,1,4000.0,1,,0,,0,0
SkinSensDB,C15 Azalactone,176665-09-1,,,,1.0,,0,,0,,0,18.0,1,0
SkinSensDB,Formulation 10,97886-45-8,,,,1.0,,0,,0,,0,29.0,1,0
SkinSensDB,1-Bromohexadecane,112-82-3,,,,1.0,,0,,0,,0,1.3,1,0
SkinSensDB,Bromonitromethane,563-70-2,1.0,,,,54.675,1,,0,,0,,0,0
SkinSensDB,1-Bromotridecane,765-09-3,,,,1.0,,0,,0,,0,10.0,1,0
SkinSensDB,Dibutyl aniline,613-29-6,0.0,0.0,1.0,1.0,0.8,1,2000.0,1,20.6,1,19.6,1,1
SkinSensDB,Diethyl toluamide,94271-03-1,,,1.0,,,0,,0,53.0,1,,0,0
SkinSensDB,Isopropyl myristate,110-27-0,0.0,0.0,0.0,1.0,4.75,1,2000.0,1,200.0,1,44.0,1,1
SkinSensDB,Ethanol,64-17-5,,,,,,0,,0,,0,,0,0
SkinSensDB,Palmitoyl Chloride,112-67-4,1.0,,,1.0,43.35,1,,0,,0,8.8,1,0
SkinSensDB,"1-methyl-2,6-bis-(2-hydroxyethylamino)benzene",149330-25-6,1.0,1.0,0.0,,17.7,1,234.76,1,376.78,1,,0,0
SkinSensDB,"6,7-Dihydro-1,1,2,3,3-pentamethyl-4(5H)-indanone",33704-61-9,,,,0.0,,0,,0,,0,8250.0,1,0
SkinSensDB,1-Bromopentadecane,629-72-1,,,,1.0,,0,,0,,0,5.1,1,0
SkinSensDB,"HC VIOLET No,1",82576-75-8,1.0,1.0,0.0,1.0,44.45,1,188.0,1,200.0,1,0.9,1,1
SkinSensDB,Oleic acid,112-80-1,,1.0,,1.0,,0,30.72,1,,0,10.5,1,0
SkinSensDB,Formulation 27,81406-37-3,,,,1.0,,0,,0,,0,6.1,1,0
SkinSensDB,m-Xylylene diisocyanate,3634-83-1,,,1.0,1.0,,0,,0,62.7,1,0.01,1,0
SkinSensDB,Benzalchonium chloride,8001-54-5,0.0,,1.0,1.0,1.8499999999999999,1,,0,0.1,1,0.1,1,0
SkinSensDB,Nonanoylamidocaproylacidoxybenzenesulfonate,168151-92-6,,,,1.0,,0,,0,,0,14.2,1,0
SkinSensDB,"1,2-Hexanediol",6920-22-5,,,,,,0,,0,,0,,0,0
SkinSensDB,1-Bromododecane,143-15-7,,1.0,,1.0,,0,44.0,1,,0,18.0,1,0
SkinSensDB,1-Chlorohexadecane,4860-03-1,,,,1.0,,0,,0,,0,9.1,1,0
SkinSensDB,Terbium (III) chloride hexahydrate,13798-24-8,,,,,,0,,0,,0,,0,0
SkinSensDB,7-Bromotetradecane,74036-97-8,,,,1.0,,0,,0,,0,21.0,1,0
SkinSensDB,Hexahydroxyplatinate,51850-20-5,,,,,,0,,0,,0,,0,0
SkinSensDB,"3,4-Dichloroaniline hydrochloride",95-76-1,,,,1.0,,0,,0,,0,0.14,1,0
SkinSensDB,Formulation 22,57213-69-1/81406-37-3,,,,1.0,,0,,0,,0,52.3,1,0
SkinSensDB,Dexamethasone,50-02-2,,,,,,0,,0,,0,,0,0
SkinSensDB,Dinocap,39300-45-3,,,,1.0,,0,,0,,0,0.8,1,0
SkinSensDB,M-Chloropropiophenone,34841-35-5,,,,,,0,,0,,0,,0,0
SkinSensDB,1 -Bromobutane,109-65-9,1.0,0.0,0.0,,24.400000000000002,1,1842.37,1,200.0,1,,0,0
SkinSensDB,"2,6-Dimethylbenzoic acid",632-46-2,,0.0,,,,0,2000.0,1,,0,,0,0
SkinSensDB,Butachlor,23184-66-9,,1.0,,,,0,1.41,1,,0,,0,0
SkinSensDB,Anisyl Alcohol,1331-81-3,,,,1.0,,0,,0,,0,5.91,1,0
SkinSensDB,Lauryl gallate,1166-52-5,1.0,1.0,1.0,1.0,54.35,1,1.1,1,0.3,1,0.3,1,1
SkinSensDB,Formulation 24,99607-70-2,,,,1.0,,0,,0,,0,6.7,1,0
SkinSensDB,Tetraammineplatinum hydroxide,312695-70-8,,,,,,0,,0,,0,,0,0
SkinSensDB,Formulation 34,150114-71-9,,,,,,0,,0,,0,,0,0
SkinSensDB,"Ethyl 1H-1,2,4-triazole-3-carboxylate",64922-04-9,,,,,,0,,0,,0,,0,0
SkinSensDB,Hexen-2-al,6728-26-3,,1.0,1.0,1.0,,0,83.35915517,1,4.0,1,4.05,1,0
SkinSensDB,Citric acid,77-92-9,,,,,,0,,0,,0,,0,0
SkinSensDB,Methyl 4-(bromomethyl)benzoate,2417-72-3,,,,,,0,,0,,0,,0,0
SkinSensDB,alpha-Butyl cinnamic aldehyde,7492-44-6,,,,1.0,,0,,0,,0,11.22,1,0
SkinSensDB,Linoleic acid,60-33-3,,1.0,1.0,1.0,,0,11.99,1,191.32,1,14.1,1,0
SkinSensDB,Cinnamic alcohol,104-54-1,,1.0,1.0,1.0,,0,20.0,1,18.1,1,20.6,1,0
SkinSensDB,"Ethyl-2-(hydroxymethyl)-1,3- propanediol triacrylate",15625-89-5,,,,1.0,,0,,0,,0,0.013,1,0
SkinSensDB,Ethyl acrylate,140-88-5,1.0,1.0,1.0,1.0,97.85,1,45.485,1,5.5,1,28.0,1,1
SkinSensDB,Methyl pyruvate,600-22-6,0.0,0.0,0.0,1.0,5.9,1,2000.0,1,200.0,1,2.4,1,1
SkinSensDB,Isoniazid,54-85-3,,,,,,0,,0,,0,,0,0
SkinSensDB,"1-(2',5'-diethylphenyl)butane-1,3,-dione",167998-76-7,,,,1.0,,0,,0,,0,9.6,1,0
SkinSensDB,"1-(1,2,3,4,5,6,7,8-Octahydro-2,3,8,8-tetramethyl-2-naphthalenyl",54464-57-2,,0.0,1.0,1.0,,0,2000.0,1,21.07986738,1,6.07,1,0
SkinSensDB,2-F1uoro-5-nitroaniline,369-36-8,1.0,1.0,1.0,,23.3,1,249.8,1,132.6,1,,0,0
SkinSensDB,Phthalic anhydride,85-44-9,1.0,0.0,0.0,1.0,62.595,1,2000.0,1,200.0,1,0.16,1,1
SkinSensDB,"3-Aminomethyl-3,5,5-trimethylcyclohexylamine",2855-13-2,,,,1.0,,0,,0,,0,1.0,1,0
SkinSensDB,Formulation 20,145701-23-1/29450-45-1,,,,1.0,,0,,0,,0,43.7,1,0
SkinSensDB,Diethylene glycol monoethyl ether acetate,112-15-2,0.0,,,,0.61,1,,0,,0,,0,0
SkinSensDB,Yellow E-JD 3442,147703-65-9,,,,,,0,,0,,0,,0,0
SkinSensDB,Warfarin,81-81-2,,,,,,0,,0,,0,,0,0
SkinSensDB,CAPE (Caffeic acid phenethyl ester),104594-70-9,1.0,1.0,1.0,1.0,43.400000000000006,1,0.96,1,2.18,1,0.9,1,1
SkinSensDB,Benzoic acid,65-85-0,,0.0,0.0,,,0,2000.0,1,200.0,1,,0,0
SkinSensDB,Formulation 38,709-98-8,,,,1.0,,0,,0,,0,15.9,1,0
SkinSensDB,Formulation 32,88671-89-0,,,,1.0,,0,,0,,0,4.3,1,0
SkinSensDB,"2,4-Dinitrothiocyanatobenzene",1594-56-5,,1.0,,1.0,,0,4.08,1,,0,0.047,1,0
SkinSensDB,Alachlor,15972-60-8,,,,1.0,,0,,0,,0,2.4,1,0
SkinSensDB,Formulation 13,28-43-4,,,,1.0,,0,,0,,0,8.7,1,0
SkinSensDB,"N-(2,6-Difluorophenyl)-5-methyl-[1,2,4]triazolo[1,5-a]pyrimidine-2-sulfonamide",98967-40-9,,,,,,0,,0,,0,,0,0
SkinSensDB,Isobutyl methacrylate,97-86-9,,,0.0,,,0,,0,265.4,1,,0,0
SkinSensDB,8-Acetoxycarvotanacetone,87578-93-6,,,,,,0,,0,,0,,0,0
SkinSensDB,1-(4-Methoxyphenyl)-1-penten-3-one,104-27-8,1.0,1.0,1.0,1.0,45.05,1,13.49,1,39.3,1,9.3,1,1
SkinSensDB,Sulfanic acid,121-57-3,0.0,0.0,0.0,,3.8,1,2000.0,1,200.0,1,,0,0
SkinSensDB,NiO,1313-99-1,,1.0,,,,0,0.0,1,,0,,0,0
SkinSensDB,"2,5-Diaminotoluene sulfate",615-50-9,1.0,1.0,1.0,1.0,57.5,1,5.4,1,2.0,1,0.31,1,1
SkinSensDB,Amyl cinnamyl alcohol,101-85-9,,1.0,1.0,1.0,,0,41.72,1,14.8,1,25.0,1,0
SkinSensDB,Chlorpromazine,69-09-0&50-53-3,0.0,0.0,1.0,1.0,0.0,1,2000.0,1,4.21,1,0.14,1,1
SkinSensDB,4-Hydroxypropylamino-3-nitrophenol,92952-81-3,1.0,1.0,1.0,,57.22,1,1.98,1,4.62,1,,0,0
SkinSensDB,2-Chloro-6-nitrotoluene,83-42-1,,0.0,,,,0,4000.0,1,,0,,0,0
SkinSensDB,Cadmium chloride,10108-64-2,,,,,,0,,0,,0,,0,0
SkinSensDB,ATN,479-20-9,1.0,0.0,,,35.905,1,2001.0,1,,0,,0,0
SkinSensDB,2-Ethylhexyl acrylate,103-11-7,1.0,1.0,1.0,1.0,71.8,1,35.0,1,15.0,1,9.7,1,1
SkinSensDB,5-Methyl-2-hepten-4-one,81925-81-7,,1.0,1.0,,,0,5.1,1,5.8302552,1,,0,0
SkinSensDB,Diethylamine,109-89-7,0.0,,,1.0,2.0999999999999996,1,,0,,0,14.2,1,0
SkinSensDB,4-Amino-2-hydroxytoluene,2835-95-2,1.0,1.0,1.0,1.0,68.15,1,325.28,1,0.66,1,1.22,1,1
SkinSensDB,Methyl 2-octynoate,111-12-6,,1.0,1.0,1.0,,0,2.5,1,28.0,1,0.45,1,0
SkinSensDB,Kathon CG ( 5-chloro-2-methyl-4-isothiazolin-3-one and 2-methyl-4-isothiazolin-3-one),26172-55-4&2682-20-4,1.0,,1.0,,47.6,1,,0,2.21,1,,0,0
SkinSensDB,Toluene diamine bismaleimide,6422-83-9,,,,,,0,,0,,0,,0,0
SkinSensDB,Veratraldehyde,120-14-9,,,,1.0,,0,,0,,0,3.2,1,0
SkinSensDB,Sulfasalazine,599-79-1,,,,,,0,,0,,0,,0,0
SkinSensDB,"Toluene 2,4-diisocyanate",584-84-9,1.0,1.0,1.0,1.0,38.75,1,135.0,1,127.9,1,0.02,1,1
SkinSensDB,2-(4-Amino-2nitro-phenylamino)-ethanol,2871-01-4,1.0,0.0,1.0,1.0,55.15,1,2001.0,1,107.47,1,2.2,1,1
SkinSensDB,(+)-trans-p-Menth-2-ene,5113-93-9,,,,,,0,,0,,0,,0,0
SkinSensDB,"1-(3',4',5'-Tetramethoxyphenyl)-4-dimethylpentane-1,3-dione",135099-98-8,,,,,,0,,0,,0,,0,0
SkinSensDB,"6-(Trifluoro-methyl)-2,3-dihydro-5-methyl-1h-indole, hydrochloride",280121-24-6,,,,,,0,,0,,0,,0,0
SkinSensDB,"5-Chloro-2,6-dimethoxy-4-methylquinoline",189746-19-8,,,,,,0,,0,,0,,0,0
SkinSensDB,6-Methoxynaphthalene-2-carbaldehyde,3453-33-6,,0.0,,,,0,4000.0,1,,0,,0,0
SkinSensDB,Methylhydrocinnamal,5406-12-2,,,,1.0,,0,,0,,0,13.7,1,0
SkinSensDB,"(4S,5R)-1-[(1R,2R,3S)-3-(1,3-Benzodioxol-5-yl)-1-(2-benzyloxy-4-methoxyphenyl)-1-hydroxy-6-propoxy-2-indanoyl]-3,4-dimethyl-5-phenyl-2-imidazolidinone",190965-47-0,,,,,,0,,0,,0,,0,0
SkinSensDB,Formulation 7,88671-89-0/124495-18-7,,,,1.0,,0,,0,,0,73.3,1,0
SkinSensDB,"(4R,5S)-(-)-1,5-Dimethyl-4-phenyl-2-imidazolidinone",92841-65-1,,,,,,0,,0,,0,,0,0
SkinSensDB,Glycerol,56-81-5,1.0,0.0,0.0,,10.57,1,2000.0,1,200.0,1,,0,0
SkinSensDB,"5,6,7-Trimethylocta-2,5-dien-4-one",358331-95-0,,1.0,1.0,1.0,,0,1.09,1,0.45,1,1.6,1,0
SkinSensDB,Dihydromyrcenol,18479-58-8,0.0,0.0,0.0,,1.0,1,2000.0,1,200.0,1,,0,0
SkinSensDB,C17 Azalactone,176665-11-5,,,,1.0,,0,,0,,0,19.0,1,0
SkinSensDB,6-(Diethylamino)-1-hexanol,06947-12-2,,,,1.0,,0,,0,,0,10.1,1,0
SkinSensDB,5-Chloro-6-methoxy-4-methyl-8-nitro-2(1h)-quinolinone,189746-23-4,,,,,,0,,0,,0,,0,0
SkinSensDB,"5-Chloro-2,6-dimethoxy-4-methyl-8-nitroquinoline",189746-21-2,,,,,,0,,0,,0,,0,0
SkinSensDB,"5,5-Dimethyl-3-methylenedihydro-2(3H)-furanone",29043-97-8,,,,1.0,,0,,0,,0,2.0,1,0
SkinSensDB,Chlorobenzene,108-90-7,0.0,0.0,0.0,,0.900000000000005,1,2000.0,1,200.0,1,,0,0
SkinSensDB,"2-Methyl-1,3-benzenediol",608-25-3,1.0,1.0,1.0,1.0,21.5,1,3.58,1,5.418417551,1,50.0,1,1
SkinSensDB,"2,4-Dinitrobromobenzene",584-48-5,,1.0,,1.0,,0,2.42,1,,0,0.085,1,0
SkinSensDB,"1-(2',5' Dimethylphenyl)butane-1,3-dione",56290-55-2,,,,1.0,,0,,0,,0,13.0,1,0
SkinSensDB,Isoeugenyl acetate,93-29-8,,1.0,,,,0,109.58,1,,0,,0,0
SkinSensDB,Carbobenzyloxy-L-glutamine,2650-64-8,,0.0,,,,0,4000.0,1,,0,,0,0
SkinSensDB,(3-endo)-8-methyl-8-azabicyclo[3.2.1]-octan-3-ol,120-29-6,,,,1.0,,0,,0,,0,8.9,1,0
SkinSensDB,"1,2,4-trihydroxybenzene",533-73-3,1.0,1.0,1.0,1.0,99.4,1,187.0,1,6.0,1,0.08,1,1
SkinSensDB,"1,1,3-Trimethyl-2-formylcyclohexa-2,4-diene (Safranal)",116-26-7,1.0,1.0,1.0,1.0,45.9000001,1,3.5,1,12.0,1,7.5,1,1
SkinSensDB,Methoxy dicyclopentadiene carboxaldehyde,86803-90-9,,1.0,1.0,,,0,17.1,1,20.29,1,,0,0
SkinSensDB,"2,3-Dimethyl-2H-indazol-6-amine",444731-72-0,,,,,,0,,0,,0,,0,0
SkinSensDB,2-HPM (2-Hydroxypropyl methacrylate),923-26-2,1.0,1.0,1.0,,96.5,1,549.6765584,1,94.8,1,,0,0
SkinSensDB,Camphorquinone,465-29-2,,,,1.0,,0,,0,,0,10.0,1,0
SkinSensDB,"1,2,4-Benzenetricarboxylic anhydride (Trimellitic anhydride)",552-30-7,1.0,0.0,1.0,1.0,52.1,1,2000.0,1,81.19957736,1,0.11,1,1
SkinSensDB,4-Ethenyl-1-cyclohexene-1-carboxaldehyde,1049017-68-6,,1.0,,1.0,,0,23.2,1,,0,3.4,1,0
SkinSensDB,6-Methylisoeugenol,13041-12-8,,,,1.0,,0,,0,,0,1.6,1,0
SkinSensDB,2-Pheny1propiona1dehyde,93-53-8,1.0,1.0,1.0,1.0,60.6,1,26.0,1,3.8,1,6.3,1,1
SkinSensDB,6-Diethylaminohexyl bromide hydrobromide,64993-14-2,,,,1.0,,0,,0,,0,5.3,1,0
SkinSensDB,Trimethylhexamine diamine,25620-58-0,,,,1.0,,0,,0,,0,1.9,1,0
SkinSensDB,5-Methyleugenol,186743-25-9,,,,1.0,,0,,0,,0,13.0,1,0
SkinSensDB,6-Methy1coumarin,92-48-8,0.0,1.0,1.0,,3.15,1,6.0,1,24.0,1,,0,0
SkinSensDB,Diethyl fumarate,623-91-6,1.0,,,,73.1,1,,0,,0,,0,0
SkinSensDB,Ethyl vaniline,121-32-4,,1.0,1.0,,,0,161.7,1,66.0,1,,0,0
SkinSensDB,Atrazine,12-24-9,,,,1.0,,0,,0,,0,31.3,1,0
SkinSensDB,CeO2,1306-38-3,0.0,,,,1.94,1,,0,,0,,0,0
SkinSensDB,Penicillin,61-33-6,1.0,0.0,0.0,1.0,7.15,1,1308.6,1,200.0,1,1.6,1,1
SkinSensDB,Ethyl Salicylate,118-61-6,0.0,,,,1.23,1,,0,,0,,0,0
SkinSensDB,"2,4,6-Trimethly-3-cyclohexene-1-methanol",68527-77-5,,0.0,1.0,,,0,4000.0,1,43.93,1,,0,0
SkinSensDB,Citronella oil,8000-29-1,,,,,,0,,0,,0,,0,0
SkinSensDB,Azathioprine,446-86-6,,,,,,0,,0,,0,,0,0
SkinSensDB,"2,4-Heptadienal",5910-85-0or4313-03-5,1.0,1.0,1.0,1.0,60.599999999999994,1,4.7,1,1.0,1,4.0,1,1
SkinSensDB,Isopropyl glycerol ether,17226-43-6,,,,,,0,,0,,0,,0,0
SkinSensDB,"a-Methyl-1,3-benzodioxole- 5-propionaldehyde",1205-17-0,,1.0,1.0,1.0,,0,77.7,1,8.8,1,16.4,1,0
SkinSensDB,usnic acid,7562-61-0,1.0,1.0,,,12.875,1,2.86,1,,0,,0,0
SkinSensDB,"1,4-Benzoquinone",106-51-4,1.0,1.0,1.0,1.0,97.95,1,4.0,1,1.3,1,0.0099,1,1
SkinSensDB,Disodium 2-[4-[[2-cyano-3-[4-[methyl(2-sulphonatoethyl)amino]phenyl]-1-oxoallyl]amino]phenyl]-6-methylbenzothiazole-7-sulphonate,2498-95-5,1.0,0.0,,,100.0,1,2000.0,1,,0,,0,0
SkinSensDB,3-(4-tert-Butylphenyl)-2-methylpropanal (Lillial),80-54-6,,0.0,1.0,1.0,,0,2000.0,1,8.9,1,8.6,1,0
SkinSensDB,"(alpha-r)-n-alpha-Dimethyl-3,5-bis(trifluoro-methyl",334477-60-0,,,,,,0,,0,,0,,0,0
SkinSensDB,"1,2,3,4,5,6,7,8-Octahydro-8,8-dimethyl-2-naphthaldehyde",68991-97-9,,1.0,1.0,1.0,,0,0.0,1,2.96,1,4.5,1,0
